"id","name","abbreviation","if","if5","sci","casup","casbase","publisher","issn","eissn","official_url","rss_url"
"173","Annual Review of Medicine","Annu. Rev. Med.","22.1","17.6","1","医学1区","医学1区","Annual Reviews","1545-326X","0066-4219",,
"174","Annual Review of Cell and Developmental Biology","Annu. Rev. Cell Dev. Biol.","11.4","15.2","1","生物学1区","生物1区","Annual Reviews","1530-8995","1081-0706",,
"175","The Lancet Respiratory Medicine","Lancet Respir. Med.","32.8","35.4","1","医学1区","医学1区","Elsevier","2213-2619","2213-2600",,"https://rss.sciencedirect.com/publication/science/22132600"
"176","Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques","Publ. Math. Inst. Hautes Etudes Sci.",,,"0",,,"Springer Nature","1618-1913","0073-8301",,
"177","Neuron","Neuron","15.3","16.7","1","医学1区","医学1区","Elsevier","1097-4199","0896-6273",,"https://rss.sciencedirect.com/publication/science/08966273"
"178","Science Translational Medicine","Sci. Transl. Med.","14.7","16","1","医学1区","医学1区","AAAS","1946-6234","1946-6242","https://www.science.org/journal/stm/research","https://www.science.org/action/showFeed?type=etoc&feed=rss&jc=stm"
"179","Nature Chemistry","Nat. Chem.","20.7","22.8","1","化学1区","化学1区","Springer Nature","1755-4330","1755-4349","https://www.nature.com/nchem/research-articles","https://www.nature.com/nchem.rss"
"180","Clinical Psychology Review","Clin. Psychol. Rev.","12.2","16.8","0","心理学1区",,"Elsevier","1873-7811","0272-7358",,"https://rss.sciencedirect.com/publication/science/02727358"
"181","Acta Numerica","Acta Numer.","11.3","22.3","1","数学1区","数学1区","Cambridge","1474-0508","0962-4929",,
"182","Pharmacological Reviews","Pharmacol. Rev.","17.3","21.8","1","医学1区","医学1区","Elsevier","1521-0081","0031-6997",,"https://rss.sciencedirect.com/publication/science/00316997"
"183","Journal of Human Resources","J. Hum. Resour.","6","5.8","0","经济学1区",,,"1548-8004","0022-166X",,
"184","Annual Review of Marine Science","Annu. Rev. Mar. Sci.","18.9","18.9","1","地球科学1区","地学1区","Annual Reviews","1941-0611","1941-1405",,
"185","Diabetes Care","Diabetes Care","16.6","14.5","1","医学1区","医学1区",,"1935-5548","0149-5992",,
"186","Fungal Diversity","Fungal Divers.","24.8","28.3","1","生物学1区","生物1区","Springer Nature","1560-2745","1878-9129",,
"187","Annual Review of Genetics","Annu. Rev. Genet.","8.6","13.1","1","生物学1区","生物1区","Annual Reviews","1545-2948","0066-4197",,
"188","Physical Review X","Phys. Rev. X","15.7","15.4","1","物理与天体物理1区","物理1区",,"2160-3308",,,
"189","Journal of Labor Economics","J. Labor Econ.","5","5","0","经济学1区",,"University of Chicago","0734-306X","1537-5307",,
"190","Cancer Communications","Cancer Commun.","24.9","22.2","1","医学1区","医学1区","Wiley","2523-3548","2523-3548",,"https://onlinelibrary.wiley.com/feed/25233548/most-recent"
"191","The Lancet Planetary Health","Lancet Planet. Health","21.6","27.1","1","医学1区","医学1区","Elsevier","2542-5196",,,"https://rss.sciencedirect.com/publication/science/25425196"
"192","Innovation Geoscience","Innov. Geosci.",,,"0",,,,"2959-8753",,,
"193","American Journal of Political Science","Am. J. Polit. Sci.","5.6","7.1","0","社会学1区",,"Wiley","0092-5853","1540-5907",,"https://onlinelibrary.wiley.com/feed/15405907/most-recent"
"194","International Journal of Information Management","Int. J. Inf. Manag.","27","23","0","管理学1区",,"Elsevier","0268-4012",,,"https://rss.sciencedirect.com/publication/science/02684012"
"195","Qualitative Research in Psychology","Qual. Res. Psychol.","4.4","99.2","0","心理学2区",,"Taylor & Francis","1478-0895","1478-0887","https://www.tandfonline.com/journals/uqrp20","https://www.tandfonline.com/feed/rss/uqrp20"
"196","Proceedings of the IEEE","Proc. IEEE","25.9","25","1","计算机科学1区","工程技术1区","IEEE","1558-2256","0018-9219",,
"197","Cell Genomics","Cell Genom.","9","9.3","0","生物学1区",,"Elsevier","2666-979X",,,"https://rss.sciencedirect.com/publication/science/2666979X"
"198","JAMA Neurology","JAMA Neurol.","21.4","22.5","1","医学1区","医学1区",,"2168-6157","2168-6149",,
"199","Journal of Business Venturing","J. Bus. Ventur.","8.9","12.1","0","管理学1区",,"Elsevier","0883-9026",,,"https://rss.sciencedirect.com/publication/science/08839026"
"200","iMeta","iMeta","33.2","33.2","1","生物学1区",,"Wiley","2770-596X","2770-596X",,"https://onlinelibrary.wiley.com/feed/2770596X/most-recent"
"201","Nature Structural and Molecular Biology","Nat. Struct. Mol. Biol.","10.1","12.1","1","生物学1区","生物1区","Springer Nature","1545-9993","1545-9985","https://www.nature.com/nsmb/research-articles","https://www.nature.com/nsmb.rss"
"202","Inventiones Mathematicae","Invent. Math.","3.6","3.8","1","数学1区","数学2区","Springer Nature","0020-9910","1432-1297",,
"203","Nano Research Energy","Nano Res. Energy",,,"0","材料科学1区",,,"2791-0091","2790-8119",,
"204","Progress in Polymer Science","Prog. Polym. Sci.","26.1","31.6","1","化学1区","化学1区","Elsevier","0079-6700",,,"https://rss.sciencedirect.com/publication/science/00796700"
"205","Nature Food","Nat. Food","21.9","28.3","1","农林科学1区",,"Springer Nature","2662-1355",,"https://www.nature.com/natfood/research-articles","https://www.nature.com/natfood.rss"
"206","Analytic Methods in Accident Research","Anal. Methods Accid. Res.","12.6","14.2","0","工程技术1区",,"Elsevier","2213-6657",,,"https://rss.sciencedirect.com/publication/science/22136657"
"207","Annual Review of Financial Economics","Annu. Rev. Financ. Econ.","5.2","6.5","0","经济学2区",,"Annual Reviews","1941-1367","1941-1375",,
"208","Journal of Service Research","J. Serv. Res.","8.6","11.6","0","管理学2区",,"SAGE","1094-6705","1552-7379",,
"209","Chem","Chem","19.6","23.4","1","化学1区","化学1区","Elsevier","2451-9308","2451-9294",,"https://rss.sciencedirect.com/publication/science/24519294"
"210","Nature Water","Nat. Water","24.1","24.1","0",,,"Springer Nature","2731-6084",,"https://www.nature.com/natwater/research-articles","https://www.nature.com/natwater.rss"
"211","Science Robotics","Sci. Robot.","27.5","32.9","1","计算机科学1区","工程技术1区","AAAS","2470-9476",,"https://www.science.org/journal/scirobotics/research","https://www.science.org/action/showFeed?type=etoc&feed=rss&jc=scirobotics"
"212","JAMA Cardiology","JAMA Cardiol.","14.1","15.6","1","医学1区","医学1区",,"2380-6583","2380-6591",,
"213","Cellular and Molecular Immunology","Cell. Mol. Immunol.","19.8","22.6","1","医学1区","医学1区","Springer Nature","2042-0226","1672-7681","https://www.nature.com/cmi/research-articles","https://www.nature.com/cmi.rss"
"214","Annual Review of Earth and Planetary Sciences","Annu. Rev. Earth Planet. Sci.","13","18.5","1","地球科学1区","地学1区","Annual Reviews","0084-6597",,,
"215","Nature Machine Intelligence","Nat. Mach. Intell.","23.9","31.8","1","计算机科学1区","工程技术1区","Springer Nature","2522-5839",,"https://www.nature.com/natmachintell/research-articles","https://www.nature.com/natmachintell.rss"
"216","The Lancet Global Health","Lancet Glob. Health","18","23.5","1","医学1区","医学1区","Elsevier","2572-116X","2214-109X",,"https://rss.sciencedirect.com/publication/science/2214109X"
"217","Nature Protocols","Nat. Protoc.","16","19.4","1","生物学2区","生物1区","Springer Nature","1750-2799","1754-2189","https://www.nature.com/nprot/research-articles","https://www.nature.com/nprot.rss"
"218","Psychological Science in the Public Interest","Psychol. Sci. Public Interest","17.6","41.8","0","心理学1区",,"SAGE","2160-0031","1529-1006",,
"219","Progress in Retinal and Eye Research","Prog. Retin. Eye Res.","14.7","19.2","1","医学1区","医学1区","Elsevier","1350-9462","1873-1635",,"https://rss.sciencedirect.com/publication/science/13509462"
"220","Journal of Experimental Medicine","J. Exp. Med.","10.6","13.5","1","医学1区","医学1区",,"0022-1007","1540-9538",,
"221","Nature Reviews Neurology","Nat. Rev. Neurol.","33.1","43.4","1","医学1区","医学1区","Springer Nature","1759-4766","1759-4758","https://www.nature.com/nrneurol/research-articles","https://www.nature.com/nrneurol.rss"
"222","Blood","Blood","23.1","19.7","1","医学1区","医学1区","Elsevier","1528-0020","0006-4971",,"https://rss.sciencedirect.com/publication/science/00064971"
"223","Review of Accounting Studies","Rev. Account. Stud.","5.8","7","0","管理学3区",,"Springer Nature","1573-7136","1380-6653",,
"224","Cement and Concrete Research","Cem. Concr. Res.","13.1","15.3","1","工程技术1区","工程技术1区","Elsevier","0008-8846",,,"https://rss.sciencedirect.com/publication/science/00088846"
"225","ACM Computing Surveys","ACM Comput. Surv.","28","26.3","1","计算机科学1区","工程技术1区","ACM","0360-0300","1557-7341",,
"226","Educational Psychologist","Educ. Psychol.","11.4","14.2","0","教育学1区",,"Taylor & Francis","1532-6985","0046-1520","https://www.tandfonline.com/journals/hedp20","https://www.tandfonline.com/feed/rss/hedp20"
"227","Energy Storage Materials","Energy Storage Mater.","20.2","20.2","1","材料科学1区","工程技术1区","Elsevier","2405-8297",,,"https://rss.sciencedirect.com/publication/science/24058297"
"228","JAMA Psychiatry","JAMA Psychiatry","17.1","21.8","1","医学1区","医学1区",,"2168-6238","2168-622X",,
"422","Genes and Development","Genes Dev.","7.7","10.2","1","生物学1区","生物1区",,"1549-5477","0890-9369",,
"229","Materials Today","Mater. Today","22","25.3","1","材料科学1区","工程技术1区","Elsevier","1369-7021","1873-4103",,"https://rss.sciencedirect.com/publication/science/13697021"
"230","Physics Reports","Phys. Rep.",,,"0",,,"Elsevier","0370-1573",,,"https://rss.sciencedirect.com/publication/science/03701573"
"231","Annals of the Rheumatic Diseases","Ann. Rheum. Dis.","20.6","18.6","1","医学1区","医学1区","Elsevier","0003-4967","1468-2060",,"https://rss.sciencedirect.com/publication/science/00034967"
"232","Management Science","Manag. Sci.","4.9","6.6","1","管理学2区","管理科学2区",,"0025-1909","1526-5501",,
"233","Genome Biology","Genome Biol.","9.4","16.3","1","生物学1区","生物1区","Springer Nature","1474-760X","1474-7596",,
"234","Journal of the National Cancer Institute","J. Natl. Cancer Inst.",,,"0",,,"Oxford","1460-2105","0027-8874",,
"235","Carbon Energy","Carbon Energy","24.2","23","1","材料科学1区",,"Wiley","2637-9368","2637-9368",,"https://onlinelibrary.wiley.com/feed/26379368/most-recent"
"236","Annual Review of Environment and Resources","Annu. Rev. Environ. Resour.","16","22.2","1","环境科学与生态学1区","环境科学与生态学1区","Annual Reviews","1545-2050","1543-5938",,
"237","InfoMat","InfoMat","22.3","21.1","1","材料科学1区","工程技术1区","Wiley","2567-3165","2567-3165",,"https://onlinelibrary.wiley.com/feed/25673165/most-recent"
"238","Reports on Progress in Physics","Rep. Prog. Phys.","20.7","20.9","1","物理与天体物理2区","物理1区","IOP","1361-6633","0034-4885",,
"239","National Center for Health Statistics Data Brief","Natl. Cent. Health Stat. Data Br.",,,"0",,,,"1941-4927","1941-4935",,
"240","Clinical Microbiology Reviews","Clin. Microbiol. Rev.","19.3","33.3","1","医学1区","医学1区",,"0893-8512","1098-6618",,
"241","International Journal of Machine Tools and Manufacture","Int. J. Mach. Tools Manuf.","18.8","15.8","1","工程技术1区","工程技术1区","Elsevier","0890-6955",,,"https://rss.sciencedirect.com/publication/science/08906955"
"242","European Journal of Heart Failure","Eur. J. Heart Fail.","10.8","13.5","1","医学1区","医学1区","Wiley","1388-9842","1879-0844",,"https://onlinelibrary.wiley.com/feed/18790844/most-recent"
"243","Hepatology","Hepatology","16.8","14.8","1","医学1区","医学1区","Wolters Kluwer","0270-9139","1527-3350",,
"244","Journal of the American Chemical Society","J. Am. Chem. Soc.","15.7","15.6","1","化学1区","化学1区","American Chemical Society","1520-5126","0002-7863",,"https://pubs.acs.org/action/showFeed?type=axatoc&feed=rss&jc=jacsat"
"245","Angewandte Chemie - International Edition","Angew. Chem. - Int. Ed.","17","16.4","1","化学1区","化学1区","Wiley","1433-7851","1521-3773",,"https://onlinelibrary.wiley.com/feed/15213773/most-recent"
"246","Nature Human Behaviour","Nat. Hum. Behav.","15.9","19.7","1","心理学1区","医学1区","Springer Nature","2397-3374",,"https://www.nature.com/nathumbehav/research-articles","https://www.nature.com/nathumbehav.rss"
"247","American Political Science Review","Am. Polit. Sci. Rev.","5.8","8.5","0","社会学1区",,"Cambridge","1537-5943","0003-0554",,
"248","Nature Chemical Biology","Nat. Chem. Biol.","13.7","15.7","1","生物学1区","生物1区","Springer Nature","1552-4469","1552-4450","https://www.nature.com/nchembio/research-articles","https://www.nature.com/nchembio.rss"
"249","Molecular Plant","Mol. Plant","24.1","25.8","1","生物学1区","生物1区","Elsevier","1674-2052","1752-9867",,"https://rss.sciencedirect.com/publication/science/16742052"
"250","JNCCN Journal of the National Comprehensive Cancer Network","JNCCN J. Natl. Compr. Cancer Netw.",,,"0",,,,"1540-1413","1540-1405",,
"251","Nature Reviews Rheumatology","Nat. Rev. Rheumatol.","32.7","35.7","1","医学1区","医学1区","Springer Nature","1759-4790","1759-4804","https://www.nature.com/nrrheum/research-articles","https://www.nature.com/nrrheum.rss"
"252","Personality and Social Psychology Review","Personal. Soc. Psychol. Rev.","10.4","13.6","0","心理学1区",,"SAGE","1088-8683","1532-7957",,
"253","Molecular Neurodegeneration","Mol. Neurodegener.","17.5","19.3","1","医学1区","医学1区","Springer Nature","1750-1326",,,
"254","Journal of Management Studies","J. Manag. Stud.","6.4","10.9","0","管理学1区",,"Wiley","0022-2380","1467-6486",,"https://onlinelibrary.wiley.com/feed/14676486/most-recent"
"255","Trends in Cell Biology","Trends Cell Biol.","18.1","20.1","1","生物学1区","生物1区","Elsevier","0962-8924","1879-3088",,"https://rss.sciencedirect.com/publication/science/09628924"
"256","The Lancet Infectious Diseases","Lancet Infect. Dis.","31","26.9","1","医学1区","医学1区","Elsevier","1474-4457","1473-3099",,"https://rss.sciencedirect.com/publication/science/14733099"
"257","Advanced Functional Materials","Adv. Funct. Mater.","19","19.4","1","材料科学1区","工程技术1区","Wiley","1616-301X","1616-3028",,"https://onlinelibrary.wiley.com/feed/16163028/most-recent"
"258","Accounts of Chemical Research","Acc. Chem. Res.","17.7","19.9","1","化学1区","化学1区","American Chemical Society","0001-4842","1520-4898",,"https://pubs.acs.org/action/showFeed?type=axatoc&feed=rss&jc=achre4"
"259","JACC: Cardiovascular Imaging","JACC: Cardiovasc. Imaging","15.2","13.9","1","医学1区","医学1区","Elsevier","1936-878X","1876-7591",,"https://rss.sciencedirect.com/publication/science/1936878X"
"260","Personnel Psychology","Pers. Psychol.","6.4","7.6","0","心理学1区",,"Wiley","0031-5826","1744-6570",,"https://onlinelibrary.wiley.com/feed/17446570/most-recent"
"261","Nature Synthesis","Nat. Synth.","20","20","0","化学1区",,"Springer Nature","2731-0582",,"https://www.nature.com/natsynth/research-articles","https://www.nature.com/natsynth.rss"
"262","Leadership Quarterly","Leadersh. Q.","9.7","11.8","0","管理学1区",,"Elsevier","1048-9843",,,"https://rss.sciencedirect.com/publication/science/10489843"
"263","Perspectives on Psychological Science","Perspect. Psychol. Sci.","8.4","11.9","0","心理学1区",,"SAGE","1745-6916","1745-6924",,
